Major Category,Major,Year,Degree,Completions
Physical Sciences,Astrophysics,2016,Bachelors Degree,9
Physical Sciences,General Atmospheric Sciences & Meteorology,2016,Bachelors Degree,12
Physical Sciences,General Chemistry,2016,Bachelors Degree,366
Physical Sciences,Chemical Physics,2016,Bachelors Degree,0
Physical Sciences,Other Chemistry,2016,Bachelors Degree,0
Physical Sciences,General Geology & Earch Science,2016,Bachelors Degree,72
Physical Sciences,General Physics,2016,Bachelors Degree,113
Physical Sciences,Materials Science,2016,Bachelors Degree,7
Physical Sciences,Other Physical Sciences,2016,Bachelors Degree,5
Science Technologies,Other Science Technologies,2016,Bachelors Degree,0
Psychology,General Psychology,2016,Bachelors Degree,4414
Psychology,Personality Psychology,2016,Bachelors Degree,2
Psychology,Physiological Psychology & Psychobiology,2016,Bachelors Degree,9
Psychology,Other Research & Experimental Psychology,2016,Bachelors Degree,156
Psychology,Clinical Psychology,2016,Bachelors Degree,15
Psychology,Industrial & Organizational Psychology,2016,Bachelors Degree,35
Psychology,Forensic Psychology,2016,Bachelors Degree,465
Psychology,Applied Psychology,2016,Bachelors Degree,149
Protective Services,Corrections,2016,Bachelors Degree,1
Protective Services,General Law ,2016,Bachelors Degree,1896
Protective Services,Criminal Justice - Safety Studies,2016,Bachelors Degree,39
Protective Services,Forensic Science & Technology,2016,Bachelors Degree,70
Protective Services,Securities Services Management,2016,Bachelors Degree,83
Protective Services,Computer Forensics & Counterterrorism,2016,Bachelors Degree,2
Protective Services,Financial Forensics & Fraud Investigation,2016,Bachelors Degree,6
Protective Services,Other Corrections & Criminal Justice,2016,Bachelors Degree,133
Protective Services,Fire Services Administration,2016,Bachelors Degree,19
Protective Services,Fire Science & Fire-Fighting,2016,Bachelors Degree,14
Public Administration and Social Service,General Human Services,2016,Bachelors Degree,282
Public Administration and Social Service,Community Organization & Advocacy,2016,Bachelors Degree,73
Public Administration and Social Service,Public Administration,2016,Bachelors Degree,146
Public Administration and Social Service,General Public Policy Analysis,2016,Bachelors Degree,1
Public Administration and Social Service,Social Work,2016,Bachelors Degree,428
Public Administration and Social Service,Other Public Administration & Social Service Professions,2016,Bachelors Degree,8
Social Sciences,General Social Sciences,2016,Bachelors Degree,154
Social Sciences,Anthropology,2016,Bachelors Degree,286
Social Sciences,Cultural Anthropology,2016,Bachelors Degree,4
Social Sciences,Archeology,2016,Bachelors Degree,8
Social Sciences,Criminology,2016,Bachelors Degree,192
Social Sciences,General Economics,2016,Bachelors Degree,1853
Social Sciences,Econometrics & Quantitative Economics,2016,Bachelors Degree,9
Social Sciences,Developmental Economics & International Development,2016,Bachelors Degree,0
Social Sciences,Other Economics,2016,Bachelors Degree,5
Social Sciences,Geography,2016,Bachelors Degree,31
Social Sciences,International Relations & Affairs,2016,Bachelors Degree,172
Social Sciences,Political Science,2016,Bachelors Degree,1382
Social Sciences,Sociology,2016,Bachelors Degree,1122
Social Sciences,Urban Studies,2016,Bachelors Degree,167
Social Sciences,Sociology & Anthropology,2016,Bachelors Degree,86
Social Sciences,Other Social Sciences,2016,Bachelors Degree,124
Mechanical Technologies,Airframe Mechanics & Aircraft Maintenance Technology,2016,Bachelors Degree,0
Transportation,Airway Management & Operations,2016,Bachelors Degree,66
Transportation,Marine Science & Merchant Marine Officer,2016,Bachelors Degree,147
Visual & Performing Arts,General Visual & Performing Arts,2016,Bachelors Degree,7
Visual & Performing Arts,Digital Arts,2016,Bachelors Degree,0
Visual & Performing Arts,General Dance,2016,Bachelors Degree,165
Visual & Performing Arts,Ballet,2016,Bachelors Degree,9
Visual & Performing Arts,Other Dance,2016,Bachelors Degree,12
Visual & Performing Arts,General Design & Visual Communications,2016,Bachelors Degree,246
Visual & Performing Arts,Commercial & Advertising Art,2016,Bachelors Degree,67
Visual & Performing Arts,Industrial & Product Design,2016,Bachelors Degree,140
Visual & Performing Arts,Commercial Photography,2016,Bachelors Degree,32
Visual & Performing Arts,Fashion & Apparel Design,2016,Bachelors Degree,547
Visual & Performing Arts,Interior Design,2016,Bachelors Degree,179
Visual & Performing Arts,Graphic Design,2016,Bachelors Degree,535
Visual & Performing Arts,Illustration,2016,Bachelors Degree,292
Visual & Performing Arts,Other Design & Applied Arts,2016,Bachelors Degree,52
Visual & Performing Arts,General Drama & Theater Arts,2016,Bachelors Degree,618
Visual & Performing Arts,Technical Theatre Design & Technology,2016,Bachelors Degree,34
Visual & Performing Arts,Playwriting & Screenwriting,2016,Bachelors Degree,63
Visual & Performing Arts,"Theatre Literature, History, & Criticism",2016,Bachelors Degree,2
Visual & Performing Arts,Acting,2016,Bachelors Degree,132
Visual & Performing Arts,Directing & Theatrical Production,2016,Bachelors Degree,10
Visual & Performing Arts,Musical Theatre,2016,Bachelors Degree,40
Visual & Performing Arts,Costume Design,2016,Bachelors Degree,1
Visual & Performing Arts,Other Dramatic Arts & Stagecraft,2016,Bachelors Degree,175
Visual & Performing Arts,"Film, Cinema, & Video Studies",2016,Bachelors Degree,105
Visual & Performing Arts,Cinematography & Film Production,2016,Bachelors Degree,483
Visual & Performing Arts,Photography,2016,Bachelors Degree,283
Visual & Performing Arts,Other Film & Photographic Arts,2016,Bachelors Degree,99
Visual & Performing Arts,General Art Studies,2016,Bachelors Degree,46
Visual & Performing Arts,General Fine Studio Arts,2016,Bachelors Degree,625
Visual & Performing Arts,"Art History, Criticism, & Conservation",2016,Bachelors Degree,273
Visual & Performing Arts,Drawing,2016,Bachelors Degree,8
Visual & Performing Arts,Painting,2016,Bachelors Degree,21
Visual & Performing Arts,Sculpture,2016,Bachelors Degree,14
Visual & Performing Arts,Printmaking,2016,Bachelors Degree,3
Visual & Performing Arts,Ceramic Arts & Ceramics,2016,Bachelors Degree,3
Visual & Performing Arts,Other Fine Arts & Art Studies,2016,Bachelors Degree,40
Visual & Performing Arts,General Music,2016,Bachelors Degree,110
Visual & Performing Arts,"Music History, Literature, & Theory",2016,Bachelors Degree,12
Visual & Performing Arts,General Music Performance,2016,Bachelors Degree,237
Visual & Performing Arts,Music Theory & Composition,2016,Bachelors Degree,24
Visual & Performing Arts,Keyboard Instruments,2016,Bachelors Degree,22
Visual & Performing Arts,Voice & Opera,2016,Bachelors Degree,13
Visual & Performing Arts,Jazz & Jazz Studies,2016,Bachelors Degree,69
Visual & Performing Arts,Stringed Instruments,2016,Bachelors Degree,36
Visual & Performing Arts,Music Technology,2016,Bachelors Degree,24
Visual & Performing Arts,Brass Instruments,2016,Bachelors Degree,4
Visual & Performing Arts,Woodwind Instruments,2016,Bachelors Degree,8
Visual & Performing Arts,Percussion Instruments,2016,Bachelors Degree,3
Visual & Performing Arts,Fine & Studio Arts Management,2016,Bachelors Degree,186
Visual & Performing Arts,Theatre Arts Management,2016,Bachelors Degree,48
Visual & Performing Arts,Other Visual & Performing Arts,2016,Bachelors Degree,148
Health,General Health Services,2016,Bachelors Degree,312
Health,General Health & Wellness,2016,Bachelors Degree,0
Health,General Communication Sciences & Disorders,2016,Bachelors Degree,98
Health,Audiology,2016,Bachelors Degree,0
Health,Audiology & Speech-Language Pathology,2016,Bachelors Degree,340
Health,Dental Hygiene,2016,Bachelors Degree,4
Health,Health Care Administration & Management,2016,Bachelors Degree,133
Health,Hospital & Health Care Facilities Management,2016,Bachelors Degree,300
Health,Health Information & Medical Records Administration,2016,Bachelors Degree,19
Health,Health Information & Medical Records Technology,2016,Bachelors Degree,3
Health,Other Allied Health & Medical Assisting Services,2016,Bachelors Degree,12
Health,Nuclear Medical Technologist,2016,Bachelors Degree,7
Health,Radiation Therapist,2016,Bachelors Degree,53
Health,Respiratory Care Therapist,2016,Bachelors Degree,23
Health,Diagnostic Medical Sonography & Ultrasound Technician,2016,Bachelors Degree,11
Health,Radiographer,2016,Bachelors Degree,27
Health,Physician Assistant,2016,Bachelors Degree,190
Health,Athletic Trainer,2016,Bachelors Degree,12
Health,Clinical Laboratory Technologist,2016,Bachelors Degree,136
Health,Pre-Occupational Therapy Studies,2016,Bachelors Degree,0
Health,Pre-Optometry Studies,2016,Bachelors Degree,0
Health,Pre-Physical Therapy Studies,2016,Bachelors Degree,0
Health,General Public Health,2016,Bachelors Degree,166
Health,Environmental Health,2016,Bachelors Degree,3
Health,Public Health Education & Promotion,2016,Bachelors Degree,110
Health,Health Services Administration,2016,Bachelors Degree,200
Health,Occupational Therapy,2016,Bachelors Degree,53
Health,Physical Therapy,2016,Bachelors Degree,1
Health,Therapeutic Recreation Therapy,2016,Bachelors Degree,19
Health,Dietetics,2016,Bachelors Degree,143
Health,Others Dietetics & Clinical Nutrition Services,2016,Bachelors Degree,45
Health,Asian Bodywork Therapy,2016,Bachelors Degree,0
Health,Movement Therapy & Movement Education,2016,Bachelors Degree,22
Health,Registered Nursing,2016,Bachelors Degree,2370
Health,Nursing Administration,2016,Bachelors Degree,0
Health,Adult Health Nurse,2016,Bachelors Degree,2
Health,Nursing Practice,2016,Bachelors Degree,0
Health,"Other Registered Nursing, Nursing Administration, Nursing Research, & Clinical Nursing",2016,Bachelors Degree,10
Health,Other Health Professions & Related Clinical Sciences,2016,Bachelors Degree,274
Business,General Business,2016,Bachelors Degree,936
Business,General Business Admin & Mgt,2016,Bachelors Degree,2680
Business,"Non-Profit, Public, & Organizational Management",2016,Bachelors Degree,9
Business,Organizational Leadership,2016,Bachelors Degree,30
Business,"Other Business Administration, Management, & Operations",2016,Bachelors Degree,79
Business,Accounting,2016,Bachelors Degree,2637
Business,Accounting & Finance,2016,Bachelors Degree,44
Business,Business & Corporate Communications,2016,Bachelors Degree,356
Business,Business & Managerial Economics,2016,Bachelors Degree,93
Business,Entrepreneurial Studies,2016,Bachelors Degree,120
Business,Other Small Business & Entrepreneurial Operations,2016,Bachelors Degree,20
Business,General Finance,2016,Bachelors Degree,1415
Business,Financial Planning & Services,2016,Bachelors Degree,19
Business,General Hospitality Management,2016,Bachelors Degree,350
Business,Hotel Administration & Management,2016,Bachelors Degree,87
Business,General Human Resources Management & Personnel Administration,2016,Bachelors Degree,22
Business,Labor & Industrial Relations,2016,Bachelors Degree,1
Business,Organizational Behavior Studies,2016,Bachelors Degree,0
Business,Labor Studies,2016,Bachelors Degree,8
Business,"International Business, Trade, & Commerce",2016,Bachelors Degree,178
Business,General Management Information Systems,2016,Bachelors Degree,6
Business,Other Management Information Systems & Services,2016,Bachelors Degree,0
Business,Management Science,2016,Bachelors Degree,23
Business,Business Statistics,2016,Bachelors Degree,77
Business,Actuarial Science,2016,Bachelors Degree,90
Business,Other Management Sciences & Quantitative Methods,2016,Bachelors Degree,14
Business,General Marketing & Marketing Management,2016,Bachelors Degree,297
Business,Marketing Research,2016,Bachelors Degree,13
Business,International Marketing,2016,Bachelors Degree,162
Business,Other Marketing,2016,Bachelors Degree,2
Business,Real Estate,2016,Bachelors Degree,63
Business,Insurance,2016,Bachelors Degree,40
Business,"General Sales, Distribution, & Marketing Operations",2016,Bachelors Degree,496
Business,Fashion Merchandising,2016,Bachelors Degree,763
Business,Special Products Marketing Operations,2016,Bachelors Degree,17
Business,"Other Specialized Merchandising, Sales, & Marketing Operations",2016,Bachelors Degree,45
Business,Construction Management,2016,Bachelors Degree,7
Business,"Other Business, Management, Marketing, & Related Support Services",2016,Bachelors Degree,189
History,General History,2016,Bachelors Degree,744
History,History & Philosophy of Science & Technology,2016,Bachelors Degree,3
Communication Technologies,Communications Technology,2015,Bachelors Degree,12
Communication Technologies,Photographic & Video Technology,2015,Bachelors Degree,38
Communication Technologies,Radio & Television Broadcasting Technology,2015,Bachelors Degree,11
Communication Technologies,Prepress Publising & Digital Imaging Design,2015,Bachelors Degree,0
Communication Technologies,"Animation, Interactive Technology, Video Graphics, & Special Effects",2015,Bachelors Degree,80
Computer and Information Sciences and Support Services,General Computer & Information Sciences,2015,Bachelors Degree,355
Computer and Information Sciences and Support Services,Information Technology,2015,Bachelors Degree,89
Computer and Information Sciences and Support Services,Other Computer & Information Sciences,2015,Bachelors Degree,0
